ISBN	タイトル	サブタイトル	著者	著者2	版表示	出版社	発売者	出版年月	ページ数等	大きさ	付属資料の種類と形態	シリーズ名・シリーズ番号	シリーズ名・シリーズ番号2	シリーズ名・シリーズ番号3	各巻のタイトル	本体価格	セット本体価格
978-4-09-189640-7	猫のお寺の知恩さん 5		オジロマコト 著			小学館		2017.11				BIG SPIRITS COMICS				¥552	
978-4-09-189678-0	くーねるまるた 13		高尾じんぐ 著			小学館		2017.11	1冊(ページ付なし)	18cm		ビッグスピリッツコミックススペシャル				¥552	
978-4-09-189716-9	ショート・ピース 1		小林有吾 著			小学館		2017.11				ビッグコミックス				¥593	
978-4-09-189717-6	昭和天皇物語 1		能條純一 著	半藤一利 原作		小学館		2017.11				ビッグコミックス				¥600	
978-4-09-189718-3	人間失格 1		伊藤潤二 著	太宰治 原作		小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189719-0	ジャガーン 3		にしだけんすけ 漫画	金城宗幸 原作		小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189720-6	スローモーションをもう一度 5		加納梨衣 著			小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189721-3	アオアシ 11		小林有吾 著	上野直彦 取材・原案協力		小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189722-0	闇金ウシジマくん 41		真鍋昌平			小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189723-7	WILD PITCH!!! 7		中原裕 著			小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189724-4	ブルタックル 2		飛松良輔 著			小学館		2017.11				ビッグコミックス	BIG SPIRITS COMICS			¥552	
978-4-09-189725-1	雄飛 12		小山ゆう			小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189726-8	江川と西本 7		星野泰視 著	森高夕次 著		小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189727-5	天国ニョーボ 4		須賀原洋行 著			小学館		2017.11				ビッグコミックス				¥552	
978-4-09-189728-2	フットボールネーション 11	FOOTBALLNATION	大武ユキ 著			小学館		2017.11	202p	18cm		ビッグコミックス			最初のサポーター	¥552	
978-4-09-189729-9	風の大地 70		かざま鋭二 画	坂田信弘 作		小学館		2017.11	1冊(ページ付なし)	18cm		ビッグコミックス			決断ライン	¥552	
978-4-09-189733-6	レインマン 06	RAIN MAN	星野之宣 著			小学館		2017.11	214p	21cm		BIG COMICS SPECIAL				¥1389	
978-4-09-189734-3	透明人間↑↓協定 5		克亜樹			小学館		2017.11				ビッグコミックス	モバMAN			¥571	
978-4-09-189735-0	味いちもんめ食べて・描く!漫画家食紀行 1		倉田よしみ	あべ善太 原案		小学館		2017.11				ビッグコミックス	BIG COMIC SUPERIOR			¥552	
978-4-09-189736-7	ソラニン		浅野いにお 著		新装版	小学館		2017.11				BIG COMICS SPECIAL				¥1500	
978-4-09-189743-5	BLUE GIANT SUPREME 3		石塚真一 著			小学館		2017.11				ビッグコミックススペシャル				¥574	
978-4-09-189744-2	ムシヌユン 5		都留泰作			小学館		2017.11				BIG SUPERIOR COMICS SPECIAL				¥648	
978-4-09-189745-9	零落		浅野いにお 著			小学館		2017.11				BIG SUPERIOR COMICS SPECIAL				¥972	
978-4-09-189748-0	ルーヴルの猫 上		松本大洋 著			小学館		2017.11				ビッグコミックススペシャル				¥1296	
978-4-09-189749-7	ルーヴルの猫 下		松本大洋 著			小学館		2017.11				ビッグコミックススペシャル				¥1296	
978-4-09-199049-5	さいとう・たかを<ゴルゴ13>イラスト画集	TAKAO SAITO WORKS“Duke‐Togo”HISTORY!!	さいとうたかを 著			小学館		2017.10	1冊(ページ付なし)	37cm						¥5500	
978-4-09-231196-1	ドラえもん5分でドラ語り 四字熟語ひみつ話		藤子・F・不二雄 原作	藤子プロ キャラクター監修		小学館		2017.10	191p	18cm		小学館ジュニア文庫 ジふ-2-3				¥650	
978-4-09-231198-5	ブラック	BLACK	山田悠介 著	わんにゃんぷー イラスト		小学館		2017.10	190p	18cm		小学館ジュニア文庫 ジや-5-4				¥650	
978-4-09-253587-9	おでかけだいすき!はじめてずかん415+	英語つき	小学館辞典編集部 編			小学館		2017.10	39p	20cm						¥980	
978-4-09-386482-4	おめでたい女		鈴木マキコ 著			小学館		2017.11	233p	20cm						¥1500	
978-4-09-388579-9	財務省が日本を滅ぼす		三橋貴明 著			小学館		2017.11	254p	19cm						¥1400	
978-4-10-101928-4	ブラックオアホワイト	BLACK OR WHITE	浅田次郎 著			新潮社		2017.11	393p	16cm		新潮文庫 あ-47-7				¥630	
978-4-10-120582-3	くちびる遊び		花房観音 著			新潮社		2017.11	266p	16cm		新潮文庫 は-67-2				¥520	
978-4-10-121142-8	ブレードランナーの未来世紀	<映画の見方>がわかる本	町山智浩 著			新潮社		2017.11	423p	16cm		新潮文庫 ま-49-2				¥670	
978-4-10-121151-0	リカバリー	Recovery	小野寺史宜 著			新潮社		2017.11	363p	16cm		新潮文庫 お-100-1				¥590	
978-4-10-121161-9	サナキの森		彩藤アザミ 著			新潮社		2017.11	352p	16cm		新潮文庫 さ-89-1				¥590	
978-4-10-121171-8	彼女たちの売春		荻上チキ 著			新潮社		2017.11	376p	16cm		新潮文庫 お-99-1				¥630	
978-4-10-127244-3	日本の聖域クライシス		「選択」編集部 編			新潮社		2017.11	302p	16cm		新潮文庫 せ-14-4				¥550	
978-4-10-131514-0	夜の木の下で		湯本香樹実 著			新潮社		2017.11	209p	16cm		新潮文庫 ゆ-6-4				¥460	
978-4-10-133411-0	トットひとり		黒柳徹子 著			新潮社		2017.11	373p	16cm		新潮文庫 く-7-9				¥630	
978-4-10-133676-3	アレス	ARES	神永学 著			新潮社		2017.11	411p	16cm		新潮文庫 か-58-6	天命探偵Next Gear 2			¥670	
978-4-10-136481-0	「死の国」熊野と巡礼の道	古代史謎解き紀行	関裕二 著			新潮社		2017.11	266p	16cm		新潮文庫 せ-13-11				¥520	
978-4-10-139032-1	電車道		磯崎憲一郎 著			新潮社		2017.11	277p	16cm		新潮文庫 い-112-2				¥520	
978-4-10-144460-4	随想春夏秋冬		宮城谷昌光 著			新潮社		2017.11	166p	16cm		新潮文庫 み-25-40				¥430	
978-4-10-180109-4	甦る殺人者		知念実希人 著			新潮社		2017.11	297p	16cm		新潮文庫nex ち-7-33	天久鷹央の事件カルテ 3			¥590	
978-4-10-180110-0	彼女を愛した遺伝子		松尾佑一 著			新潮社		2017.11	234p	16cm		新潮文庫nex ま-50-1				¥520	
978-4-10-216145-6	永遠に残るは 上		ジェフリー・アーチャー 著	戸田裕之 訳		新潮社		2017.11	390p	16cm		新潮文庫 ア-5-45	クリフトン年代記 第7部			¥710	
978-4-10-216146-3	永遠に残るは 下		ジェフリー・アーチャー 著	戸田裕之 訳		新潮社		2017.11	366p	16cm		新潮文庫 ア-5-46	クリフトン年代記 第7部			¥670	
978-4-10-220003-2	人間をお休みしてヤギになってみた結果		トーマス・トウェイツ 著	村井理子 訳		新潮社		2017.11	280p	16cm		新潮文庫 シ-38-52	Science & History Collection			¥940	
978-4-10-304872-5	「文豪とアルケミスト」文学全集	新潮社版	芥川龍之介 ほか著	神楽坂ブック倶楽部 編集		新潮社		2017.10	228p	22cm						¥2200	
978-4-10-332813-1	光の犬		松家仁之 著			新潮社		2017.10	441p	20cm						¥2000	
978-4-10-351211-0	大家さんと僕		矢部太郎 著			新潮社		2017.10	126p	21cm						¥1000	
978-4-10-351291-2	絶滅危惧職、講談師を生きる		神田松之丞 著	杉江松恋 聞き手		新潮社		2017.10	189p	20cm						¥1500	
978-4-10-401806-2	詩人なんて呼ばれて		谷川俊太郎 語り手・詩	尾崎真理子 聞き手・文		新潮社		2017.10	380, 63, 6p	20cm						¥2100	
978-4-10-406613-1	ヴェネツィア便り		北村薫 著			新潮社		2017.10	280p	20cm						¥1500	
978-4-10-505606-3	マーシェンカ キング、クイーン、ジャック		ウラジーミル・ナボコフ 著	奈倉有里 訳		新潮社		2017.10	457, 2p	20cm		ナボコフ・コレクション				¥4600	
978-4-13-063816-6	復興デザインスタジオ	災害復興の提案と実践	東京大学復興デザイン研究体 編			東京大学出版会		2017.10	253p	21cm						¥3600	
978-4-13-063903-3	「極限」を使いこなす	微積分・微分方程式・確率統計	小谷潔 著			東京大学出版会		2017.10	251p	21cm						¥3600	
978-4-14-055371-8	明日はどこから	NHK連続テレビ小説わろてんか ボーカル&ピアノ ピアノ・ソロ 女声三部合唱	松たか子 作詞・作曲	横山克 楽譜編曲		NHK出版		2017.10	20p	30cm		NHK出版オリジナル楽譜シリーズ				¥720	
978-4-14-223080-8	ラッセル『幸福論』	客観的に生きよ	小川仁志 著	日本放送協会 編集		NHK出版		2017.11	101p	21cm		NHKテキスト	100分de名著			¥524	
978-4-14-228749-9	はじめようスマホ		池澤あやか 講師	日本放送協会 編集		NHK出版		2017.11	127p	26cm		NHKテキスト	趣味どきっ!			¥1100	
978-4-16-008910-5	土芥寇讎超記	布川事件・櫻井昌司の獄中日記 二九年幽閉された青年の心の軌跡	塚越豊 著			文藝春秋企画出版部	文藝春秋	2017.10	737p	20cm						¥2778	
978-4-16-008911-2	憂愁の紫式部		いのうえみどり 著			文藝春秋企画出版部	文藝春秋	2017.10	171p	20cm						¥1200	
978-4-16-390754-3	ワクチン副作用の恐怖		近藤誠 著			文藝春秋		2017.11	223p	19cm						¥1200	
978-4-19-780615-7	めしばな刑事タチバナ 27		旅井とり 作画	坂戸佐兵衛 原作		徳間書店		2017.11	194p	19cm		TOKUMA COMICS			大江戸すぺしゃる!	¥560	
978-4-19-864479-6	関口知宏のヨーロッパ鉄道大紀行	ハンガリー、クロアチア、スウェーデン、ポルトガルを過ごした40日間	関口知宏 著			徳間書店		2017.10	141p	15×22cm						¥1500	
978-4-19-864493-2	伊豆の山奥に住む仙人から教わったからだがよみがえる「食養術」	ダメなボクのからだを変えた秋山先生の食養ごはん	山田剛 著	草野かおる イラスト		徳間書店		2017.10	239p	20cm						¥1550	
978-4-19-894271-7	世界は破滅を待っている		赤川次郎 著		新装版	徳間書店		2017.11	359p	15cm		徳間文庫 あ1-97				¥660	
978-4-19-894272-4	南朝の刺客		麻倉一矢 著			徳間書店		2017.11	296p	15cm		徳間文庫 あ61-6	徳間時代小説文庫	雅や京ノ介 2		¥640	
978-4-19-894273-1	北天に楽土あり	最上義光伝	天野純希 著			徳間書店		2017.11	588p	15cm		徳間文庫 あ64-1	徳間時代小説文庫			¥850	
978-4-19-894274-8	関越えの夜	東海道浮世がたり	澤田瞳子 著			徳間書店		2017.11	365p	15cm		徳間文庫 さ31-11	徳間時代小説文庫			¥660	
978-4-19-894275-5	斬		鈴木英治 著			徳間書店		2017.11	333p	15cm		徳間文庫 す13-47	徳間時代小説文庫	明屋敷番秘録 2		¥660	
978-4-19-894276-2	オリエンタル・ゲリラ		鈴峯紅也 著			徳間書店		2017.11	594p	15cm		徳間文庫 す15-4	警視庁公安J 4			¥780	
978-4-19-894277-9	俺はバイクと放課後に	走り納め川原湯温泉	菅沼拓三 著			徳間書店		2017.11	297p	15cm		徳間文庫 す18-1				¥650	
978-4-19-894278-6	労働Gメン草薙満		早見俊 著			徳間書店		2017.11	369p	15cm		徳間文庫 は31-10				¥680	
978-4-19-894279-3	化石少女		麻耶雄嵩 著			徳間書店		2017.11	394p	15cm		徳間文庫 ま24-1				¥670	
978-4-19-894280-9	罠の女		南英男 著			徳間書店		2017.11	349p	15cm		徳間文庫 み14-124	警視庁極秘捜査班 4			¥670	
978-4-254-16775-7	気象学の新潮流 5		新田尚 監修	中澤哲夫 監修		朝倉書店		2017.10	219p	21cm					「異常気象」の考え方	¥3500	
978-4-255-01022-9	小さな一歩が会社を変える		マーガレット・ヘファナン 著	鈴木あかね 訳		朝日出版社		2017.10	214p	19cm		TEDブックス				¥1750	
978-4-259-55524-5	監査手帳 2017年版		全国農業協同組合中央会 編			家の光協会		2017.9	1817p	22cm						¥2900	
978-4-260-02414-3	行動変容を導く!上肢機能回復アプローチ	脳卒中上肢麻痺に対する基本戦略	道免和久 監修	竹林崇 編集		医学書院		2017.10	287p	26cm						¥4000	
978-4-260-02457-0	Cancer Board Square vol.3no.3(2017)	がん診療のための新しいプラットフォーム				医学書院		2017.10	172p	28cm					Feature Topic最期の最後のがん診療 View‐pointがん診療「胃がん」	¥3400	
978-4-260-03055-7	標準作業療法学 基礎作業学	専門分野 OT	矢谷令子 シリーズ監修	濱口豊太 編集	第3版	医学書院		2017.10	218p	26cm		STANDARD TEXTBOOK				¥4000	
978-4-260-03203-2	標準理学療法学・作業療法学 整形外科学	専門基礎分野 PT OT	奈良勲 シリーズ監修	鎌倉矩子 シリーズ監修	第4版	医学書院		2017.11	210p	26cm		STANDARD TEXTBOOK				¥3600	
978-4-260-03205-6	精神障害のある救急患者対応マニュアル		上條吉人 著		第2版	医学書院		2017.10	279p	19cm						¥3800	
978-4-260-03219-3	根拠と事故防止からみた基礎・臨床看護技術		任和子 編集	井川順子 編集	第2版	医学書院		2017.10	844p	21cm						¥5500	
978-4-260-03227-8	臨床の“疑問”を“研究”に変える臨床研究first stage		網本和 編	高倉保幸 編		医学書院		2017.10	279p	21cm		理学療法NAVI				¥3000	
978-4-260-03252-0	イラストでまなぶ解剖学		松村讓兒 著		第3版	医学書院		2017.10	287p	26cm						¥2600	
978-4-260-03261-2	この30題で呼吸理学療法に強くなる		高橋仁美 著			医学書院		2017.10	238p	21cm		理学療法NAVI				¥3000	
978-4-260-03459-3	つらいと言えない人がマインドフルネスとスキーマ療法をやってみた。		伊藤絵美 著			医学書院		2017.11	269p	19cm						¥1800	
978-4-267-02110-7	出土遺物から見た中国の文明	地はその宝を愛しまず	稲畑耕一郎 著			潮出版社		2017.11	172p	18cm		潮新書 012				¥889	
978-4-267-02113-8	西郷隆盛	荒天に立つ山の如く	高橋直樹 著			潮出版社		2017.11	297p	16cm		潮文庫 た-3				¥630	
978-4-267-02114-5	西郷隆盛100の言葉		加来耕三 著			潮出版社		2017.11	221p	18cm		潮新書 013				¥796	
978-4-272-21118-0	市民政治の育てかた	新潟が吹かせたデモクラシーの風	佐々木寛 著			大月書店		2017.11	205p	19cm						¥1600	
978-4-274-22097-5	算数で探るドキドキ!ゲーム攻略		ヒラリー・コーレ 共著	スティーブ・ミルズ 共著		オーム社		2017.11	32p	26cm		算数パワーでやってみよう! 4				¥1900	
978-4-276-44253-5	はじめてのデュエット		ロバート・ペース 監修	神保洋子 編		音楽之友社		2017.11	35p	23×31cm		ペース・ピアノ教育シリーズ				¥1600	
978-4-276-45945-8	大村典子ファミリー連弾コンサート	とっておきのハッピータイム	大村典子 編	青木麻理子 編曲		音楽之友社		2017.11	51p	31cm		指1本でも仲間入り!ピアノでコミュニケーション!				¥1600	
978-4-276-47601-1	新実徳英ヴァイオリン・ソング・ブック 1	NIIMI VIOLIN SONG BOOK	新実徳英 作曲	大谷康子 運指・運弓	新装版	音楽之友社		2017.11	55p	31cm		VIOLIN REPERTOIRE				¥2400	
978-4-276-47602-8	新実徳英ヴァイオリン・ソング・ブック 2	NIIMI VIOLIN SONG BOOK	新実徳英 作曲	大谷康子 運指・運弓	新装版	音楽之友社		2017.11	54p	31cm		VIOLIN REPERTOIRE				¥2400	
978-4-276-54455-0	風の芍薬	混声合唱とピアノのための	寺嶋陸也 作曲	紫野京子 詩		音楽之友社		2017.11	55p	30cm		合唱	混声			¥1800	
978-4-276-92212-9	ヴィブラフォンとマリンバのための音楽	MUSIC FOR VIBRAPHONE AND MARIMBA:1 player	間宮芳生 作曲			音楽之友社		2017.11	11p	31cm		現代日本の音楽				¥2200	
